event_type,city,guest_count,total_budget,venue,catering,decoration,photography,entertainment,accommodation,transportation
party,Pune,113,200145,41014.09140922938,60996.503831524504,30603.008769664775,12541.267262989395,54990.12872659196,,
party,Mumbai,162,139326,30843.058403590072,47589.61910915187,21756.16516749987,7580.468259106,31556.689060652167,,
corporate,Kolkata,172,2793449,1097084.6109067197,979213.335717102,,,345726.3134247592,191834.6452123416,179590.09473907738
anniversary,Mumbai,42,585725,166799.09829272772,118424.9151866708,120833.32209037375,105006.14808017264,74661.51635005501,,
conference,Delhi,227,2325260,900561.0532753118,661902.2365663933,,,258772.71289179192,316566.7095206155,187457.28774588733
conference,Kolkata,253,3940863,1452753.8041474223,932551.2744293772,,,700580.5789407957,673700.3345131039,181277.00796930084
anniversary,Pune,149,631458,172786.94891636955,182208.76012755276,94791.75505787988,105488.28727459362,76182.24862360423,,
conference,Kolkata,145,1041797,378702.2164002098,224940.529075836,,,180762.2959297125,202094.2559984142,55297.70259582746
birthday,Kolkata,122,430315,120094.01557025003,141090.50351290108,52615.68963817052,25903.727543148383,90611.06373553,,
party,Hyderabad,98,241996,62580.11605231955,64885.364996822,42624.87894063118,10946.9701887,60958.669821527285,,
anniversary,Pune,78,454388,115026.30982647916,118092.0231038822,100550.46199739861,67348.97826819464,53370.22680404529,,
conference,Chennai,329,1855097,753383.4565622599,407094.5370581918,,,265787.04399688885,329883.0397308658,98948.9226517937
conference,Delhi,146,2884819,1260761.6445414985,703204.4883590001,,,419017.1830079321,309235.5600107847,192600.12408078468
party,Mumbai,91,162313,37676.94221248795,51954.40917827039,19344.650898792996,8567.220265295738,44769.77744515293,,
party,Chennai,144,254999,67114.74706597485,64409.15494076938,38620.82398800512,15452.012612219229,69402.26139303144,,
corporate,Bangalore,314,2682159,891055.5371641656,938699.8872475753,,,456123.0719210341,198376.912733076,197903.59093414873
party,Chennai,100,293029,79258.56820715089,102307.50927813268,32128.702381462797,17542.692342536695,61791.5277907169,,
party,Chennai,102,126000,26931.295232304194,41206.834520387725,16987.73054766261,5895.491849404621,34978.647850240864,,
anniversary,Hyderabad,116,291303,86382.62548552618,78418.3725683724,59344.548421735424,34797.57603789317,32359.87748647283,,
corporate,Bangalore,422,2132360,822715.3564022646,585807.6719225773,,,343845.18878555973,188321.89721914998,191669.8856704484
party,Chennai,95,214404,43471.75207622064,66345.4620217051,35117.454720376634,10496.410048893513,58972.92113280412,,
anniversary,Bangalore,110,636512,188171.7309628883,130476.38534093072,157490.8595817538,77651.1590415514,82721.86507287587,,
birthday,Ahmedabad,64,186149,54094.98965766708,50325.37465493501,32643.98676409506,18570.006254701195,30514.642668601653,,
birthday,Bangalore,163,408642,98646.79550318299,109257.11716591397,57235.36958001338,54101.35866207812,89401.3590888115,,
conference,Delhi,581,2090346,802754.9527377966,498080.70254274376,,,330973.9491768582,264916.1269810924,193620.26856150897
wedding,Mumbai,690,647631,179312.12738130975,173219.01634175816,102437.5130823745,81058.71926744905,78466.66663346601,,33136.95729364262
conference,Bangalore,155,1830363,665990.6581764732,525608.235631389,,,249101.84244702847,293656.13135704247,96006.13238806695
birthday,Bangalore,147,241812,55841.38722288961,68027.84373708144,42397.34551300385,24078.27242361712,51467.15110340798,,
anniversary,Hyderabad,82,242003,74963.51963190442,59764.56504918171,52486.994910070396,34582.34350473797,20205.576904105477,,
anniversary,Kolkata,68,494798,145403.13420731644,121349.38349481305,107874.02492356252,84384.91628932161,35786.541084986355,,
party,Bangalore,31,230324,53825.709495944335,63474.26372383513,39704.753738404885,13731.061189557562,59588.21185225808,,
birthday,Hyderabad,60,51537,13475.838800825466,16526.509421292427,7902.392878353521,4507.662335403158,9124.596564125428,,
anniversary,Delhi,110,914468,233402.47061418326,220011.87206594984,219223.42600739768,175417.96215946646,66412.26915300265,,
wedding,Bangalore,757,4272515,1125138.719548683,1183757.7608158677,699576.282318927,663856.3502393806,307768.1604032262,,292417.7266739158
conference,Kolkata,359,1880188,777215.5849642863,404186.9132222825,,,343336.9212643229,232600.6650468612,122847.91550224727
birthday,Mumbai,125,463757,101560.95815109699,121293.51040949894,61185.22687373634,63597.06076385066,116120.243801817,,
wedding,Bangalore,560,2620677,652420.7375632203,628281.2561269071,452021.6388322925,463732.4664009721,236620.75427764747,,187600.1467989599
party,Chennai,74,141038,43881.33472787166,39431.19216797145,16285.59955130812,7401.502328406209,34038.37122444255,,
birthday,Mumbai,49,134664,29248.08954557832,40526.498312994016,21169.62216547853,16898.16612941848,26821.623846530667,,
anniversary,Delhi,116,307158,99235.84848647064,73854.64668870822,55536.33597008762,39972.16737807458,38559.00147665891,,
corporate,Ahmedabad,382,2990353,1104631.8450687856,846777.6051247376,,,491122.18823603704,193726.86273071202,354094.4988397278
wedding,Mumbai,385,3005700,753545.4473345055,692235.6576504357,585151.0729824469,449894.0663419883,285663.94301483815,,239209.8126757853
conference,Pune,909,2203728,889445.941361143,559810.5610346298,,,257496.10778263156,393877.7307797214,103097.65904187427
anniversary,Ahmedabad,73,400589,136815.13446374927,90701.20291521592,69410.89305668868,70405.66306394464,33256.10650040152,,
corporate,Bangalore,378,628910,212758.01408190958,214425.9313060759,,,110922.0297911313,34596.03132064124,56207.993500242075
birthday,Kolkata,59,308970,80978.51556648576,90305.77502094636,36907.191000231425,38473.627851531295,62304.89056080514,,
anniversary,Bangalore,112,140736,46652.92541157295,31339.555104558294,34282.19300136758,19099.136779430104,9362.189703071064,,
conference,Mumbai,788,4573332,1753878.6323486455,1011532.5277465734,,,836267.3742217893,747694.6613760428,223958.80430694963
birthday,Mumbai,136,191041,48034.319832211346,52275.62607776366,27066.977765551146,18028.13198969442,45635.94433477938,,
party,Mumbai,163,84160,22328.262305140794,23526.5568650582,12645.548918823473,3986.025066436637,21673.6068445409,,
corporate,Bangalore,495,496694,153813.48284971746,161823.20433765103,,,63282.51795290112,48954.625123257894,68820.16973647244
birthday,Pune,70,452709,105076.43956364543,141910.30579840316,80086.30828110699,46724.464547856915,78911.48180898745,,
conference,Kolkata,178,591656,209863.28226400795,150887.47162100454,,,102257.2589114715,102205.52431199055,26442.462891525458
birthday,Kolkata,139,181049,49278.89520109953,49340.864216602255,29598.39105618744,16048.709092899058,36782.14043321173,,
wedding,Hyderabad,705,2105752,661877.1579092372,660370.8784675086,313804.39945246605,223215.8154589628,133382.26237328164,,113101.4863385435
conference,Chennai,123,3284975,1275256.2050192947,895971.2186314517,,,552389.0226233419,397418.15725470474,163940.3964712069
party,Kolkata,124,288395,63805.27669696391,71953.29923480515,56131.61714811393,14278.422973871737,82226.38394624526,,
corporate,Ahmedabad,371,1298966,473222.8837838748,427599.7453939872,,,147435.95815019085,165884.60068999336,84822.81198195403
wedding,Ahmedabad,422,2696916,824371.9772861233,762786.2111264332,298382.682460625,427236.66036412615,162017.7257761103,,222120.74298658257
birthday,Pune,63,438086,100632.91470290684,137649.14462278993,44056.09102919788,58198.73346535745,97549.11617974791,,
anniversary,Kolkata,95,318827,81256.66160997587,84391.74547208959,70703.52053209713,38783.96560152354,43691.10678431387,,
birthday,Delhi,178,79680,21065.580958404873,25721.95332073512,16032.450386414926,4453.800018864047,12406.215315581034,,
wedding,Mumbai,716,1323271,337395.10654373566,275017.0898761132,180034.72216022556,214612.45855623344,195015.55323915023,,121196.06962454191
anniversary,Kolkata,67,230364,76066.74572343212,51048.04958725609,54409.363971645966,29064.010065991148,19775.830651674616,,
birthday,Bangalore,70,164176,47391.22709362974,44956.90149033103,17959.1779113945,18941.32380369741,34927.36970094734,,
party,Chennai,51,183089,43797.04167899473,48920.56274855719,31352.52119806426,18058.543955319896,40960.330419063954,,
conference,Ahmedabad,857,3296647,1324057.9852544218,764418.0891782085,,,506178.742068456,550375.0044586428,151617.17904027086
conference,Chennai,650,3195145,1329714.302051698,869240.2757909719,,,525727.5756349436,321495.08300983295,148967.76351255344
corporate,Kolkata,227,2689727,960974.3378916961,757522.2065884366,,,474478.3335605274,302153.48350342433,194598.63845591564
party,Ahmedabad,103,209912,57665.580896217194,52711.5598282487,31977.988362806955,10033.410180732297,57523.46073199487,,
birthday,Ahmedabad,48,220457,57261.8264444851,54084.74085151744,37663.54169801312,29808.354304917502,41638.53670106685,,
wedding,Delhi,704,2788013,765245.8966481675,753086.4886096173,389182.1767009659,394755.94128183,261846.1260011379,,223896.37075828094
corporate,Bangalore,465,1454304,503628.421103608,443175.1046516215,,,178600.99345949048,142276.91817572623,186622.56260955386
anniversary,Bangalore,103,664931,189253.7495411127,203794.84327021003,124732.09108898327,80767.98440335099,66382.33169634287,,
wedding,Ahmedabad,371,1058086,367622.08017322415,249307.1901652321,141341.71014559513,117777.48282604982,127612.25312268651,,54425.28356721206
wedding,Ahmedabad,382,3649783,1202794.3713615688,814030.9156476515,376814.1333088589,630746.7562439606,339095.13153728866,,286301.6919006713
wedding,Kolkata,220,4709689,1225078.0099044105,1305079.8815383506,782160.1777145099,614096.8239407517,371957.69089522795,,411316.4160067486
corporate,Ahmedabad,73,2431737,851355.6128642006,750482.8377847618,,,297098.25360522233,225550.2141571261,307250.08158868866
corporate,Chennai,186,1274969,460186.82247310126,438833.72079726885,,,159107.3284407322,69429.0448845019,147412.08340439582
conference,Hyderabad,334,552066,223820.3456863832,139395.78808713882,,,88878.4214710141,75099.53659227578,24871.908163188018
anniversary,Kolkata,72,129086,40059.281796005474,38392.527035804014,28410.362992230668,15008.223968880697,7215.604207079167,,
anniversary,Hyderabad,79,812917,203254.62088698748,221732.08854249926,158186.72294852935,114491.42895010402,115252.13867187982,,
conference,Delhi,538,3419697,1291466.4608768981,728297.3390683432,,,504203.1304787144,716122.6926468224,179607.37692922208
anniversary,Hyderabad,82,341474,106305.8168000925,82589.538516282,71863.25020589498,39652.98063576252,41062.41384196795,,
birthday,Ahmedabad,168,133029,32456.065717929578,42192.188676189886,20670.121606597928,11366.983257070378,26343.64074221222,,
party,Ahmedabad,144,82376,21187.150757429903,26000.14384299279,12052.457743453904,4127.605843884071,19008.641812239337,,
wedding,Delhi,617,1444353,466631.6164065675,394885.3567480435,184631.2369874017,180488.04629626905,126225.6651787422,,91491.07838297592
wedding,Ahmedabad,255,3795453,1275799.163914639,989490.2790121955,600520.6256728381,448457.1033750472,260422.35890812657,,220763.46911715364
conference,Ahmedabad,969,1481271,600293.6712788927,411733.84819314856,,,237150.03544076963,162010.63875946787,70082.80632772135
anniversary,Hyderabad,136,433112,108716.08735323459,114241.97510692157,80401.72094606444,81141.8585948007,48610.35799897873,,
birthday,Hyderabad,61,490924,122574.41655315898,153978.67977381515,57051.11261628304,54082.001121932815,103237.78993481002,,
conference,Chennai,999,2989799,1142132.546292873,822433.026457242,,,534826.0038379052,342105.8622485728,148301.5611634066
corporate,Bangalore,275,1485412,525402.1949677967,454258.4949074018,,,282795.2940679419,85528.47611778753,137427.5399390717
conference,Mumbai,743,4043525,1532300.4752333893,1010658.9678537523,,,645115.027074631,640866.9854360997,214583.54440212768
anniversary,Kolkata,49,277129,77658.90130221016,68751.44458892166,56057.12877400605,40614.24259624879,34047.282738613336,,
party,Mumbai,87,152802,41203.852525779155,48040.67514100505,19570.00444455911,8239.812977325983,35747.65491133069,,
party,Hyderabad,176,114280,34345.233997872376,33101.66862290934,13249.452525491755,5938.233188980267,27645.411664746272,,
birthday,Kolkata,142,214052,62715.86962496789,60044.12060122852,40941.05684493814,14518.97536147162,35831.97756739383,,
wedding,Mumbai,531,3684074,1103232.2287747406,1096079.7911776907,479054.7339133574,403435.90678913036,418453.01329170243,,183818.32605337858
wedding,Kolkata,813,3006976,910522.046639915,781453.2339752428,401980.4510690193,369900.1123488412,395827.7842062208,,147292.37176076122
conference,Delhi,356,2513338,1022453.4187918035,535663.9760861248,,,380680.44940631493,453212.59361562546,121327.56210013122
wedding,Mumbai,236,4980609,1247293.7921916463,1127721.8257724503,622857.7906465849,921128.9262059567,645690.0318493162,,415916.63333404524
anniversary,Pune,75,124502,39179.00096017718,28085.320572256423,27737.9625346351,17528.534849586387,11971.181083344894,,
wedding,Pune,318,529092,130192.51160628998,122389.40347305559,95752.30701462331,82931.7481653753,71927.52069440366,,25898.50904625221
party,Ahmedabad,38,257580,64091.148381726896,73730.79307115493,35971.48623492866,13681.905979846026,70104.66633234346,,
party,Ahmedabad,150,267202,66560.41494148494,72673.02102010821,40679.13346192271,18858.963784773245,68430.46679171089,,
wedding,Delhi,111,4617386,1520034.3824747095,1008769.7681822783,625043.5702554443,892195.161928655,345918.2990632259,,225424.81809568775
party,Kolkata,133,198279,44566.298291858344,60219.11259408454,30729.675664189617,9229.139712434418,53534.77373743307,,
anniversary,Kolkata,136,847365,252104.69846712812,215459.5672302945,180604.2830295082,107844.72451374627,91351.72675932292,,
corporate,Chennai,152,1543679,516539.8952548526,372557.7429932016,,,230393.01026936513,215592.01524817265,208596.3362344079
wedding,Bangalore,538,3282540,836195.8472763252,879231.4087623449,475839.52936372336,588324.4863239689,348615.4125000427,,154333.3157735953
anniversary,Delhi,124,281902,86506.17665286768,59334.54735789945,69582.93873581101,46527.683468121526,19950.653785300372,,
party,Delhi,106,108008,28499.766589909825,32309.57732272449,11048.196017538467,5242.586433012122,30907.873636815108,,
conference,Hyderabad,956,3583562,1318105.7235900387,919539.5435573714,,,550974.0358293344,479586.5449491007,315356.1520741552
conference,Kolkata,697,2645265,909503.2583496118,611803.1308007876,,,443621.48215836944,429234.2636980536,251102.8649931774
party,Pune,165,242154,54398.999973870144,74823.60772838896,41958.03804765871,11144.581366077695,59828.7728840045,,
anniversary,Ahmedabad,109,924464,298772.17513753794,205354.00664297995,159991.8577987944,133320.57162055533,127025.38880013232,,
corporate,Kolkata,381,809723,263883.618492501,217229.2873557579,,,108465.65494919919,105480.71167799986,114663.7275245422
corporate,Kolkata,55,1199647,492741.8222981797,366344.157328836,,,130739.61620669457,115646.49435319021,94174.90981309956
party,Chennai,173,287777,73802.94048283284,73841.30577340069,45917.942894020656,25107.67856627216,69107.1322834737,,
wedding,Hyderabad,232,3416933,883849.5474615725,907106.8995409625,524395.1539351756,575432.7278091433,372631.8987751083,,153516.77247803754
anniversary,Delhi,68,994285,263284.21548140846,298680.6310379697,211341.67954837688,142494.7276945465,78483.74623769839,,
anniversary,Mumbai,100,241553,71304.62711304077,55865.09067475996,54939.33937084916,43986.39342042932,15457.549420920786,,
conference,Delhi,311,786629,295332.3852306868,173887.49169999003,,,129430.72128230652,149596.51449118758,38381.88729582905
anniversary,Ahmedabad,74,890417,258449.72167945668,176139.4907973698,207060.59667718288,150261.62399048972,98505.5668555008,,
corporate,Delhi,375,452773,167293.93693322042,135470.7006273286,,,81125.78152484825,26009.72063569807,42872.860278904656
party,Hyderabad,69,229412,61266.28287484617,70482.82473466541,23869.616087847826,11816.091991542737,61977.18431109787,,
corporate,Hyderabad,226,2536038,905713.1140415268,709157.5455419254,,,471514.99116827076,245619.62846494853,204032.72078332867
conference,Chennai,635,3458963,1332722.085518431,730950.4823755628,,,519385.4859645476,668845.9624287194,207058.9837127398
corporate,Ahmedabad,378,1074506,303159.44500608445,325061.2761896553,,,174093.8694170101,133116.78333012643,139074.62605712356
corporate,Chennai,393,2669798,946631.3384913283,837190.619192359,,,450207.690471732,183403.54546695252,252364.80637762797
conference,Kolkata,458,3078305,1397984.1541580122,672569.6763585163,,,382403.7030166342,378077.41712620907,247270.04934062806
conference,Chennai,504,2707312,942807.4152526462,758362.480553382,,,365204.1809641146,492589.71667121246,148348.20655864515
party,Delhi,90,245543,51858.98250580331,79998.6172906177,35025.54470567816,11677.6476519881,66982.20784591275,,
corporate,Delhi,235,1767043,645804.5211142882,497533.97101099725,,,217362.3536592707,240599.86594572276,165742.28826972118
wedding,Kolkata,726,934368,255173.1536505271,255445.10876197397,122647.14935120032,162960.33225686004,91589.39215769693,,46552.86382174165
birthday,Mumbai,50,123704,29659.013760523543,31998.47765010225,24506.149097962014,9277.053909980305,28263.305581431898,,
party,Chennai,31,204776,53599.724433890435,55220.137542286626,35297.510513973415,11650.293566978435,49008.33394287109,,
conference,Kolkata,765,1907576,813286.5028354763,401599.7487126436,,,215931.45646032886,376651.90317846776,100106.38881308334
party,Ahmedabad,113,95687,20899.200687074583,30128.38214662383,14618.457682684633,8026.412367463095,22014.547116153863,,
party,Hyderabad,179,266265,68189.33377141996,84043.40090053131,33696.05789733793,22364.23391201526,57971.97351869553,,
party,Ahmedabad,144,270994,77405.02753693511,88105.69692001326,30304.188432765095,13558.898671256777,61620.18843902979,,
conference,Delhi,276,4975687,1970651.3700823549,1432474.6392992907,,,589770.1518908417,739542.0180348601,243248.8206926529
corporate,Delhi,405,1204411,446177.5551439269,318303.39971601084,,,211896.97166669843,84758.33250751047,143274.74096585345
party,Bangalore,51,224469,60518.46873709864,70231.86321669427,27292.938815820133,11363.75112591993,55061.97810446702,,
party,Chennai,135,104213,28561.012424047673,35842.92999339071,11055.337511651836,5160.688538952072,23593.031531957713,,
corporate,Kolkata,188,2827014,998045.7759769406,797154.5185596263,,,504485.9117531778,148827.5130502528,378500.28066000226
wedding,Ahmedabad,922,1848894,516410.5044028836,451051.24252561334,229872.18439868744,314373.1642322833,206495.30698701728,,130691.5974535149
birthday,Kolkata,135,129468,35502.41018864861,35048.517505233904,18647.085855910504,9095.91616487903,31174.07028532796,,
corporate,Hyderabad,137,2522024,934796.9291513067,841190.2573210519,,,414704.6178556493,154188.998500094,177143.19717189757
conference,Delhi,475,578113,213267.92870324303,126965.60717880937,,,94489.10479255194,102445.44305363166,40944.916271764014
anniversary,Pune,111,185395,60242.701932407705,41698.94323292106,39269.63444871206,34273.867379833915,9909.853006125288,,
anniversary,Kolkata,106,288726,91462.54116872333,74264.37335549179,69888.17408075422,30711.483144760925,22399.428250269724,,
wedding,Bangalore,262,2186090,661270.3345799797,634145.8234687259,323096.6032013443,239175.8397068518,200475.80936467892,,127925.58967841948
anniversary,Mumbai,135,496474,128495.79791267126,126569.48266097752,108895.12478192056,73845.03768778607,58668.556956644556,,
birthday,Bangalore,141,312199,88097.86090960017,103703.71682306365,37122.04075850929,26890.182040629643,56385.19946819726,,
party,Mumbai,78,66493,19510.28867730944,19291.941066775802,8556.563420752069,3485.8671665914567,15648.339668571227,,
wedding,Bangalore,812,4189638,1106415.4132104896,1127840.7864134272,612247.9976036494,518462.6755713328,454954.4598174894,,369716.6673836115
birthday,Pune,144,293876,79684.0812895188,79487.27935135413,33447.4877801758,44860.90170085703,56396.24987809425,,
party,Kolkata,111,213347,45373.0797332115,65806.0071703647,37553.82929867411,15992.13920092795,48621.94459682172,,
conference,Mumbai,805,2654327,904532.7668660742,686374.3923685532,,,444457.6103934566,407043.4235252368,211918.80684667957
corporate,Bangalore,134,1788265,583697.3872890737,552031.3801363461,,,339920.7389173885,104399.87057756772,208215.62307962394
wedding,Kolkata,667,2733414,660022.8618623209,646343.1260935208,414868.55757446797,484671.83005363325,395578.4281053896,,131929.19631066752
wedding,Bangalore,681,1633243,407766.43479198596,472643.6115403231,248014.09727902937,245507.2754521709,162202.65259778424,,97108.9283387064
corporate,Hyderabad,134,2501487,979051.9410787731,793382.5668094945,,,294657.5452583968,199163.10337329307,235231.8434800422
corporate,Chennai,176,1450844,585570.5777031125,375000.88129462785,,,198897.3155822934,147245.99507936658,144129.23034059952
anniversary,Hyderabad,39,646707,191762.2017907558,172042.5393086385,138155.12703678868,91500.7348408772,53246.397022939855,,
corporate,Pune,382,377216,127097.71942718107,113704.56850128394,,,49260.935298962286,31146.640878960206,56006.13589361249
birthday,Bangalore,117,409792,95961.06783259986,121778.53390095913,68310.08536829197,43534.974546696554,80207.33835145252,,
wedding,Kolkata,621,4283112,1516386.3348505527,1169969.004354211,501664.2573731143,538108.152044683,252944.1837823268,,304040.067595111
wedding,Mumbai,996,593476,151164.5085340815,162047.09717951913,94480.93118411295,102754.18693926184,54276.73752478065,,28752.538638243823
birthday,Mumbai,41,360109,82983.23534284718,124032.86634333884,45458.70684022768,44056.050539243435,63578.14093434285,,
conference,Ahmedabad,152,4390702,1676644.8428986208,1287200.7441548447,,,597879.0535638939,609704.5820497647,219272.77733287643
birthday,Chennai,39,140410,34069.98959708063,40734.12384928824,22996.698418835247,13367.237072360304,29241.951062435564,,
party,Delhi,71,258542,59282.78051200713,77187.82327489414,47610.64991644509,12832.51701829247,61628.229278361185,,
wedding,Delhi,278,674588,173547.64626854492,160294.65263853784,87840.81542504339,112141.09194891318,97098.6473724682,,43665.146346492525
corporate,Ahmedabad,75,681438,237699.0384557578,198501.22795939058,,,126065.58203818562,59271.735785061326,59900.41576160462
wedding,Hyderabad,518,1804140,549587.8445319746,513042.13625018427,249422.0017559923,250868.2456975144,147353.6016998728,,93866.17006446129
party,Ahmedabad,197,200453,61218.4045855932,57270.5933377318,24339.140682751047,12126.525699892274,45498.33569403171,,
party,Mumbai,104,57086,15924.7733906011,14133.190853421786,8041.147294262495,3575.5287678023133,15411.359693912302,,
wedding,Delhi,373,2586172,853689.2954065048,705469.7606720647,284563.81180289865,379730.9745927925,157534.86124943217,,205183.2962763069
corporate,Pune,496,817752,268817.7357744724,245319.87277936647,,,118968.08546564754,92411.62356110194,92234.68241941162
party,Bangalore,174,201779,55678.800859985844,57189.7472424318,21262.265921138413,9938.511191194753,57709.67478524918,,
anniversary,Delhi,76,174804,50655.36856287286,48464.5894967921,38213.6546019235,26935.536430376713,10534.850908034841,,
party,Hyderabad,120,292223,68484.22313097853,94994.915760177,32210.132357531438,15492.232105579726,81041.49664573328,,
anniversary,Bangalore,77,411372,141735.84900326133,104809.53972345596,71972.23025042005,64456.33416603769,28398.046856824993,,
birthday,Bangalore,96,364444,82766.70520339861,116664.21656696615,46791.14061635051,46860.20820306611,71361.72941021861,,
wedding,Pune,183,3962511,1011596.8270516071,900691.4808831199,451065.72501825274,740192.3818417906,476186.40607645793,,382778.1791287727
corporate,Bangalore,92,803359,286234.88074450975,208200.14898670928,,,151090.70506209225,86429.68337616714,71403.58183052162
conference,Bangalore,660,926941,354978.5541981369,211306.6589688095,,,172032.8468222781,144595.57462905676,44027.36538171858
party,Kolkata,123,158237,38164.316871893156,51061.76754890551,19370.371849955638,9721.080869398023,39919.46285984767,,
party,Pune,104,103175,24294.791159921326,32270.264241295215,12693.643052079698,7535.496660487472,26380.80488621627,,
party,Hyderabad,101,279408,65550.06371426744,78728.97484014039,52307.83167975195,13930.86902745192,68890.26073838832,,
party,Ahmedabad,145,70460,18983.5470689294,19298.95623463499,7855.941540090775,6071.866663073387,18249.68849327145,,
wedding,Mumbai,148,3424553,1118310.820435916,753100.4534409207,468762.832159462,559468.5999711625,292540.3844847151,,232369.90950782268
conference,Kolkata,210,2008834,780737.3337968201,499915.04155382025,,,269499.0658067967,278923.28571004345,179759.27313251936
corporate,Mumbai,328,813398,260654.350307302,218840.67548302666,,,164149.74965917444,120288.87588387953,49464.34866661733
wedding,Pune,501,2162656,688068.0489819343,555424.3794810991,297006.29123720765,318975.65040255885,107412.74309340377,,195768.88680379617
wedding,Ahmedabad,716,3477407,945639.5590134299,878218.7654225024,491019.3084694191,538920.6679881192,453791.5931126952,,169817.10599383427
anniversary,Ahmedabad,92,505732,157800.22812025796,138863.30771356754,94512.16496044949,82104.10721917039,32452.191986554655,,
party,Kolkata,128,59304,16483.217718312033,15220.00539823154,8980.294181182113,5303.650127352635,13316.832574921687,,
conference,Bangalore,246,1285890,517622.1343106571,323588.6794204491,,,145490.7811812196,234222.47588146143,64965.92920621289
wedding,Mumbai,444,3368921,1089109.6411113376,797142.062238174,562539.7448708125,530460.2114567043,199588.21091497852,,190081.1294079928
birthday,Ahmedabad,149,82161,19122.482743375447,23808.767011678414,12711.719159428414,9967.245167894442,16550.785917623278,,
conference,Mumbai,420,4454780,1520519.1754585553,1248268.7761205651,,,800974.2797671597,671358.1939165298,213659.5747371897
anniversary,Kolkata,95,543148,175392.8806929082,112450.51047575157,120007.30478825566,90177.6055751751,45119.698467909424,,
wedding,Delhi,127,1122207,344477.4296030932,238398.09779098653,154031.0897715129,152804.84837227158,156159.6641871547,,76335.87027498115
wedding,Pune,474,1475924,505155.9723711552,366960.9175808759,166826.1991131697,173121.5404792621,120836.44945893316,,143022.9209966038
anniversary,Pune,148,661700,180489.32583372845,186260.87015085664,114902.78466961063,123855.85625932117,56191.16308648311,,
wedding,Kolkata,534,4077643,1247710.1525266108,1064187.2659199615,548020.5364097797,458973.7930977651,353517.8377856643,,405233.4142602187
corporate,Mumbai,375,1983367,705816.5175605542,653150.8169221791,,,201126.0569681926,139566.2993863718,283707.3091627025
wedding,Chennai,230,3994585,1261282.3784422786,987726.4666680148,418163.70147581375,628054.1294190396,449156.89267913305,,250201.43131572037
party,Pune,126,251068,59070.31327133006,80827.48576836023,32799.11256361976,21015.283825376195,57355.80457131375,,
party,Delhi,155,107450,26223.706639328557,29979.974014728403,18427.161144056492,5326.110487508667,27493.047714377888,,
anniversary,Chennai,80,504470,164566.8492805353,105161.25355649024,120934.76473564746,74734.05468212366,39073.077745203445,,
conference,Chennai,150,984427,374579.3027517341,265574.5343334604,,,105933.15499586708,142560.78875578483,95779.21916315366
corporate,Hyderabad,462,1541795,502447.8514718906,452094.0874352143,,,276593.43879959075,113133.8659468171,197525.75634648727
birthday,Kolkata,108,61009,15026.289976270724,18648.642039207076,8927.149546825956,6035.491815581161,12371.426622115081,,
conference,Ahmedabad,998,1500294,560492.6436307025,295528.3072036425,,,244922.50518895613,267982.4008279541,131368.14314874492
corporate,Kolkata,226,1507981,614109.3220851152,418916.25223844347,,,195561.17270879832,137865.09090605172,141529.16206159108
corporate,Kolkata,72,1325847,451175.8301536816,415534.74463462795,,,158454.30514674966,147171.26880387563,153510.85126106496
wedding,Bangalore,426,1378835,451011.14022795047,389394.4311335915,149563.44846238938,164518.96850626892,106040.07496804534,,118306.93670175453
conference,Bangalore,724,3260451,1476267.3191493459,804402.9627768903,,,335027.75037248706,478784.30898511957,165968.6587161583
wedding,Delhi,767,3349310,916121.1120038943,805122.8932882521,512035.12243606057,575781.2685496811,287782.2811551846,,252467.3225669275
anniversary,Mumbai,56,521655,181343.3327482124,112117.57126793658,107978.90622662053,83726.58556233968,36488.60419489087,,
anniversary,Chennai,30,255384,80763.4826919792,70979.38005964996,51571.565067010604,33799.443159703886,18270.12902165633,,
corporate,Ahmedabad,190,939860,350058.4075087975,261298.0289327325,,,168016.8737715561,76451.18013564676,84035.50965126714
party,Chennai,120,145918,34782.20317927378,43507.82820627621,19250.933794455224,14050.210048649724,34326.824771345055,,
corporate,Ahmedabad,97,2087145,615309.6828593119,632964.9499335379,,,286765.8294152552,298987.64190597244,253116.8958859225
wedding,Pune,560,4117177,1141975.0802669348,1134212.1493453612,650487.1025044676,522365.1753632304,451895.20724920544,,216242.28527080012
wedding,Hyderabad,700,4483063,1111373.403925799,1145406.4351625538,821656.0557492889,688118.8385263613,499803.1435455468,,216705.12309044966
corporate,Mumbai,194,759031,259151.405594007,209621.68489251993,,,142614.6745622769,106803.40280087406,40839.83215032204
birthday,Delhi,69,416648,114868.45365319723,104240.3333100381,62868.170484864844,33080.68635958375,101590.35619231609,,
anniversary,Pune,93,305591,78925.60296139751,82519.12345136786,60383.60606066619,60575.70022050481,23186.967306063612,,
wedding,Pune,672,1906427,508000.5443878427,527804.5487669685,311720.0447648986,326960.9801397843,138139.2086073211,,93801.67333318481
wedding,Delhi,838,3846668,1279129.5310246854,996824.5031086295,444859.70028884715,522949.6162884745,325662.8888055463,,277241.760483818
birthday,Ahmedabad,55,258851,78293.48307887197,78849.83249021327,31215.208875449865,17235.32461095928,53257.15094450558,,
party,Pune,72,291780,81091.41126363975,89247.7440779592,29592.260014053114,14598.794140145925,77249.79050420197,,
conference,Mumbai,246,3502083,1401415.151826401,920472.3692315727,,,374062.2205137438,585998.6626384959,220134.5957897863
